stream_id,time_end,time_recorded,reading_type,phenomena_1,phenomena_2,phenomena_3,phenomena_4
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 14:15:00,2022-05-03 14:20:33,metre,95,12,11.41863366,0.581366337
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 14:45:00,2022-05-03 14:50:51,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 15:15:00,2022-05-03 15:09:17,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 15:30:00,2022-05-03 15:35:57,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 15:45:00,2022-05-03 15:54:58,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 16:00:00,2022-05-03 16:06:59,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 16:15:00,2022-05-03 16:20:51,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 16:30:00,2022-05-03 16:36:02,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 16:45:00,2022-05-03 16:52:16,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 17:00:00,2022-05-03 17:05:50,metre,99,11,10.84106226,0.1589377419
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 17:15:00,2022-05-03 17:18:41,metre,100,11,10.94643795,0.05356204653
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 17:30:00,2022-05-03 17:35:35,metre,97,11,10.63112478,0.3688752172
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 17:45:00,2022-05-03 17:50:55,metre,97,11,10.63112478,0.3688752172
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 18:00:00,2022-05-03 18:09:04,metre,97,11,10.63112478,0.3688752172
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 18:15:00,2022-05-03 18:09:04,metre,97,11,10.63112478,0.3688752172
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 18:30:00,2022-05-03 18:42:29,metre,96,11,10.52656034,0.4734396619
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 18:45:00,2022-05-03 18:42:29,metre,96,11,10.52656034,0.4734396619
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 19:00:00,2022-05-03 19:06:55,metre,95,10,9.425891736,0.5741082644
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 19:15:00,2022-05-03 19:20:15,metre,95,10,9.425891736,0.5741082644
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 19:30:00,2022-05-03 19:36:28,metre,95,11,10.42226354,0.5777364611
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 19:45:00,2022-05-03 19:51:28,metre,95,10,9.425891736,0.5741082644
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 20:00:00,2022-05-03 20:05:03,metre,95,10,9.425891736,0.5741082644
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 20:15:00,2022-05-03 20:20:34,metre,95,10,9.425891736,0.5741082644
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 20:30:00,2022-05-03 20:20:34,metre,95,10,9.425891736,0.5741082644
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 20:45:00,2022-05-03 20:37:05,metre,94,10,9.324080074,0.6759199262
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 21:00:00,2022-05-03 20:50:56,metre,94,10,9.324080074,0.6759199262
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 21:15:00,2022-05-03 21:05:39,metre,93,10,9.222559202,0.7774407983
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 21:45:00,2022-05-03 21:51:08,metre,90,10,8.919729859,1.080270141
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 22:00:00,2022-05-03 22:06:02,metre,90,10,8.919729859,1.080270141
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 22:15:00,2022-05-03 22:20:16,metre,90,11,9.904739302,1.095260698
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 22:30:00,2022-05-03 22:35:32,metre,91,11,10.00772179,0.9922782141
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 22:45:00,2022-05-03 22:35:32,metre,90,11,9.904739302,1.095260698
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 23:00:00,2022-05-03 22:50:47,metre,90,11,9.904739302,1.095260698
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 23:15:00,2022-05-03 23:08:52,metre,88,11,9.69954498,1.30045502
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-03 23:30:00,2022-05-03 23:36:11,metre,85,12,10.36658296,1.633417045
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 0:00:00,2022-05-03 23:48:46,metre,82,12,10.05528914,1.944710863
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 0:15:00,2022-05-04 0:20:33,metre,86,12,10.47077363,1.529226373
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 0:30:00,2022-05-04 0:41:53,metre,78,12,9.64308552,2.35691448
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 0:45:00,2022-05-04 0:51:03,metre,75,12,9.335938914,2.664061086
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 1:00:00,2022-05-04 1:07:18,metre,73,13,10.07261921,2.927380789
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 1:15:00,2022-05-04 1:07:18,metre,71,13,9.86347546,3.13652454
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 1:30:00,2022-05-04 1:21:17,metre,76,12,9.438138563,2.561861437
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 1:45:00,2022-05-04 1:51:17,metre,73,13,10.07261921,2.927380789
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 2:00:00,2022-05-04 2:07:31,metre,70,13,9.759074665,3.240925335
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 2:15:00,2022-05-04 2:21:02,metre,69,13,9.654778696,3.345221304
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 2:30:00,2022-05-04 2:38:58,metre,60,13,8.719500165,4.280499835
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 2:45:00,2022-05-04 2:38:58,metre,59,13,8.615785444,4.384214556
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 3:00:00,2022-05-04 2:50:18,metre,57,13,8.408347781,4.591652219
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 3:15:00,2022-05-04 3:06:26,metre,55,13,8.200812258,4.799187742
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 3:45:00,2022-05-04 3:50:34,metre,60,13,8.719500165,4.280499835
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 4:00:00,2022-05-04 4:07:45,metre,60,13,8.719500165,4.280499835
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 4:15:00,2022-05-04 4:20:12,metre,56,13,8.304599121,4.695400879
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 4:30:00,2022-05-04 4:36:56,metre,57,13,8.408347781,4.591652219
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 4:45:00,2022-05-04 4:49:51,metre,58,13,8.512072156,4.487927844
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 5:00:00,2022-05-04 5:06:26,metre,59,13,8.615785444,4.384214556
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 5:15:00,2022-05-04 5:20:51,metre,58,13,8.512072156,4.487927844
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 5:30:00,2022-05-04 5:35:59,metre,58,13,8.512072156,4.487927844
4623fb0659411607afe0dcf211848b51dca225244685b1d41d917d2c5ed68d8e,2022-05-04 5:45:00,2022-05-04 5:51:10,metre,59,13,8.615785444,4.384214556
