stream_id,time_end,time_recorded,reading_type,phenomena_1,phenomena_2,phenomena_3,phenomena_4
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 17:30:00,2022-04-25 17:34:19,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 17:45:00,2022-04-25 17:49:23,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 18:00:00,2022-04-25 18:05:12,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 18:15:00,2022-04-25 18:19:19,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 18:30:00,2022-04-25 18:36:53,metre,72,14,10.90559467,3.09440533
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 18:45:00,2022-04-25 18:49:10,metre,72,14,10.90559467,3.09440533
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 19:00:00,2022-04-25 19:04:03,metre,72,14,10.90559467,3.09440533
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 19:15:00,2022-04-25 19:19:04,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 19:30:00,2022-04-25 19:35:30,metre,72,14,10.90559467,3.09440533
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 19:45:00,2022-04-25 19:51:03,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 20:00:00,2022-04-25 20:04:49,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 20:15:00,2022-04-25 20:04:49,metre,71,14,10.79809394,3.201906055
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 20:30:00,2022-04-25 20:34:26,metre,70,14,10.69066159,3.30933841
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 20:45:00,2022-04-25 20:34:26,metre,70,14,10.69066159,3.30933841
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 21:00:00,2022-04-25 21:04:51,metre,70,14,10.69066159,3.30933841
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 21:15:00,2022-04-25 21:19:54,metre,70,14,10.69066159,3.30933841
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 21:30:00,2022-04-25 21:34:17,metre,69,14,10.58328953,3.416710475
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 21:45:00,2022-04-25 21:49:21,metre,69,15,11.51179686,3.488203142
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 22:00:00,2022-04-25 22:03:41,metre,69,15,11.51179686,3.488203142
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 22:15:00,2022-04-25 22:20:01,metre,66,16,12.09944489,3.900555112
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 22:30:00,2022-04-25 22:36:57,metre,64,16,11.87185464,4.128145362
7cfc2b2d72f3628faf5da01f9f4a4d31ad98348f7c68d27f2deeafeaa733223b,2022-04-25 23:00:00,2022-04-25 22:50:16,metre,63,17,12.66695594,4.333044061
